route_id,direction_id,direction
11098,0,East
11098,1,West
1638,0,North
1638,1,South
1646,0,Loop
1639,0,North
1639,1,South
1875,0,West
1875,1,East
1640,0,West
1640,1,East
1641,0,North
1641,1,South
5802,0,South
5802,1,North
1642,0,North
1642,1,South
1643,0,East
1643,1,West
1647,0,Loop
1644,0,North
1644,1,South
1649,0,East
1649,1,West
1861,0,West
1861,1,East
1650,0,North
1650,1,South
1651,0,North
1651,1,South
6819,0,North
