service_id,date,exception_type
73991,20190218,1
73991,20190121,1
73991,20181123,1
73991,20180219,1
73991,20180115,1
73005,20190421,2
73007,20190218,2
73007,20190121,2
73007,20190101,2
73007,20181225,2
73007,20181123,2
73007,20181122,2
73007,20180903,2
73007,20180704,2
73008,20181123,2
73009,20190218,2
73009,20190121,2
73009,20190101,2
73009,20181225,2
73009,20181122,2
73009,20180903,2
73009,20180704,2
