service_id,date,exception_type
74267,20190121,2
74267,20181112,2
74267,20180903,2
74269,20190121,2
74269,20181112,2
74269,20180903,2
74271,20190121,2
74271,20181112,2
74271,20180903,2
74274,20190218,1
74274,20190121,1
74274,20181224,1
74274,20181123,1
74274,20181112,1
74273,20190218,2
74273,20190121,2
74273,20190101,2
74273,20181225,2
74273,20181224,2
74273,20181123,2
74273,20181122,2
74273,20181112,2
74273,20180903,2
